Brand,Year,Model,Car/Suv,Title,UsedOrNew,Transmission,Engine,DriveType,FuelType,FuelConsumption,Kilometres,ColourExtInt,Location,CylindersinEngine,BodyType,Doors,Seats,Price
Isuzu,2022,MU-X,SUV,2022 Isuzu MU-X LS-M (4X2),USED,Automatic,"4 cyl, 3 L",Front,Diesel,7.8 L / 100 km,22248,White / Black,"Hobart, TAS",4 cyl,SUV, 4 Doors, 7 Seats,50000-60000 AUD
Jaguar,2018,F-Pace,Southern Classic Cars Northside,2018 Jaguar F-Pace R-Sport,USED,Automatic,-,Other,Diesel,-,69939,White / Ebony Ebony/Ebony Light Oyster 'R-Sport',"Wollongong, NSW",-,Wagon,,,50000-60000 AUD
Audi,2022,A3,Sedan,2022 Audi A3 40 Tfsi Quattro S Line,USED,Automatic,"4 cyl, 2 L",AWD,Premium,6.6 L / 100 km,8401,Red / Black,"Zetland, NSW",4 cyl,Sedan, 4 Doors, 5 Seats,50000-60000 AUD
Lexus,2018,RX350,SUV,2018 Lexus RX350 Luxury,USED,Automatic,"6 cyl, 3.5 L",AWD,Premium,9.6 L / 100 km,61556,Blue / Black,"Elsternwick, VIC",6 cyl,SUV, 4 Doors, 5 Seats,50000-60000 AUD
Mercedes-Benz,2016,Sprinter,Tradie's Heaven,2016 Mercedes-Benz Sprinter 316CDI High Roof XLWB 7G-Tronic,USED,Automatic,-,Other,-,-,238561,White / -,"Oakleigh, VIC",-,Commercial,,,50000-60000 AUD
Jeep,2017,Wrangler,SUV,2017 Jeep Wrangler Unlimited Sport (4X4),USED,Automatic,"6 cyl, 3.6 L",4WD,Unleaded,11.7 L / 100 km,114870,Black / Black,"Deer Park, VIC",6 cyl,SUV, 4 Doors, 5 Seats,50000-60000 AUD
Ford,2022,Everest,SUV,2022 Ford Everest Trend (4WD),USED,Automatic,"5 cyl, 3.2 L",4WD,Diesel,8.5 L / 100 km,20401,White / Ebony Leather,"Ryde, NSW",5 cyl,SUV, 4 Doors, 7 Seats,50000-60000 AUD
Skoda,2022,Kodiaq,SUV,2022 Skoda Kodiaq Style (4X4),USED,Automatic,"4 cyl, 2 L",4WD,Premium,8.2 L / 100 km,9059,Blue / -,"West End, QLD",4 cyl,SUV, 4 Doors, 7 Seats,50000-60000 AUD
BMW,2010,M3,Sedan,2010 BMW M3,USED,Automatic,"8 cyl, 4 L",Rear,Premium,11.9 L / 100 km,119345,White / -,"Seaford, VIC",8 cyl,Sedan, 4 Doors, 5 Seats,50000-60000 AUD
Toyota,2021,RAV4,SUV,2021 Toyota RAV4 Cruiser (awd) Hybrid,USED,Automatic,"4 cyl, 2.5 L",AWD,Hybrid,4.8 L / 100 km,68606,Red / -,"Hamilton East, NSW",4 cyl,SUV, 5 Doors, 5 Seats,50000-60000 AUD
Audi,2017,Q5,SUV,2017 Audi Q5 2.0 Tfsi Quattro Sport,USED,Automatic,"4 cyl, 2 L",AWD,Premium,7.3 L / 100 km,28491,Black / Black,"Geelong, VIC",4 cyl,SUV, 4 Doors, 5 Seats,50000-60000 AUD
BMW,2015,X5,SUV,2015 BMW X5 Xdrive 50I,USED,Automatic,"8 cyl, 4.4 L",AWD,Premium,10.5 L / 100 km,92412,Black / Leather,"Liverpool, NSW",8 cyl,SUV, 4 Doors, 5 Seats,50000-60000 AUD
Renault,2017,Master,East Coast Commercials Gold Coast,2017 Renault Master LWB,USED,Automatic,-,Other,-,-,101109,White / -,"Robina, QLD",-,Ute / Tray,,,50000-60000 AUD
Toyota,2020,RAV4,SUV,2020 Toyota RAV4 GXL 2WD Hybrid,USED,Automatic,"4 cyl, 2.5 L",Front,Hybrid,4.7 L / 100 km,57695,Blue / Black,"East Maitland, NSW",4 cyl,SUV, 5 Doors, 5 Seats,50000-60000 AUD
Kia,2018,Stinger,Sedan,2018 Kia Stinger GT (black Leather),USED,Automatic,"6 cyl, 3.3 L",Rear,Unleaded,10.2 L / 100 km,62500,Silver / -,"Wendouree, VIC",6 cyl,Sedan, 4 Doors, 5 Seats,50000-60000 AUD
Volvo,2022,XC40,SUV,2022 Volvo XC40 T4 Momentum (fwd),USED,Automatic,"4 cyl, 2 L",Front,Premium,7.9 L / 100 km,4137,Grey / Black,"Lindfield, NSW",4 cyl,SUV, 4 Doors, 5 Seats,50000-60000 AUD
Lexus,2019,NX,Max Ouzas Prestige Cars,2019 Lexus NX NX300 2WD F Sport,USED,Automatic,-,Front,Premium,-,46807,Grey / -,"Balwyn, VIC",-,Wagon,,,50000-60000 AUD
Toyota,2019,Hilux,Ute / Tray,2019 Toyota Hilux SR (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,8.5 L / 100 km,70802,White / -,"Bentley, WA",4 cyl,Ute / Tray, 4 Doors, 5 Seats,50000-60000 AUD
Toyota,2021,Hilux,Ute / Tray,2021 Toyota Hilux SR HI-Rider,USED,Automatic,"4 cyl, 2.8 L",Rear,Diesel,7.5 L / 100 km,34359,White / Black,"Cranbourne, VIC",4 cyl,Ute / Tray, 4 Doors, 5 Seats,50000-60000 AUD
Toyota,2020,Hilux,Ute / Tray,2020 Toyota Hilux SR5 (4X4),USED,Manual,"4 cyl, 2.8 L",4WD,Diesel,7.6 L / 100 km,93954,White / Grey,"Loftville, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,50000-60000 AUD
Audi,2017,Q5,SUV,2017 Audi Q5 2.0 Tfsi Quattro Sport,USED,Automatic,"4 cyl, 2 L",AWD,Premium,7.3 L / 100 km,40225,White / Black,"Tullamarine, VIC",4 cyl,SUV, 4 Doors, 5 Seats,50000-60000 AUD
Audi,2020,Q3,SUV,2020 Audi Q3 40 Tfsi Quattro S Line,USED,Automatic,"4 cyl, 2 L",AWD,Premium,8.3 L / 100 km,34996,Grey / Black,"Chatswood, NSW",4 cyl,SUV, 4 Doors, 5 Seats,50000-60000 AUD
Honda,2017,Civic,Hatchback,2017 Honda Civic Type R,USED,Manual,"4 cyl, 2 L",Front,Premium,8.8 L / 100 km,49860,White / -,"Valley View, SA",4 cyl,Hatchback, 5 Doors, 4 Seats,50000-60000 AUD
Toyota,2023,Corolla,Chatswood Toyota,2023 Toyota Corolla ZR Hybrid,USED,Automatic,-,Front,Other,-,45,White / -,"Chatswood, NSW",-,Hatchback,,,50000-60000 AUD
Toyota,2022,RAV4,SUV,2022 Toyota RAV4 Cruiser (2WD),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,6 L / 100 km,11277,Blue / Black,"Pakenham, VIC",4 cyl,SUV, 5 Doors, 5 Seats,50000-60000 AUD
Lexus,2018,NX300,SUV,2018 Lexus NX300 Sports Luxury (awd),USED,Automatic,"4 cyl, 2 L",AWD,Premium,7.9 L / 100 km,37980,Grey / Black Leather,"Brookvale, NSW",4 cyl,SUV, 4 Doors, 5 Seats,50000-60000 AUD
BMW,2015,X6,SUV,2015 BMW X6 Xdrive 30D,USED,Automatic,"6 cyl, 3 L",AWD,Diesel,6 L / 100 km,67850,White / -,"East Maitland, NSW",6 cyl,SUV, 4 Doors, 5 Seats,50000-60000 AUD
Hyundai,2021,I30,Hatchback,2021 Hyundai I30 N,USED,Manual,"4 cyl, 2 L",Front,Premium,8.5 L / 100 km,8939,Blue / Black,"Greenacre, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,50000-60000 AUD
Ford,2022,Ranger,Ute / Tray,2022 Ford Ranger XLS 2.0 (4X4),USED,Automatic,"4 cyl, 2 L",4WD,Diesel,7.6 L / 100 km,8526,Silver / -,"Elizabeth, SA",4 cyl,Ute / Tray, 4 Doors, 5 Seats,50000-60000 AUD
Audi,2018,Q5,SUV,2018 Audi Q5 2.0 Tfsi Quattro Sport,USED,Automatic,"4 cyl, 2 L",AWD,Premium,7.3 L / 100 km,30911,Silver / Black,"Southport, QLD",4 cyl,SUV, 4 Doors, 5 Seats,50000-60000 AUD
Toyota,2018,Kluger,SUV,2018 Toyota Kluger Grande (4X4),USED,Automatic,"6 cyl, 3.5 L",AWD,Unleaded,9.5 L / 100 km,73536,Grey / -,"Hobart, TAS",6 cyl,SUV, 4 Doors, 7 Seats,50000-60000 AUD
Isuzu,2017,MU-X,SUV,2017 Isuzu MU-X LS-T (4X4),USED,Automatic,"4 cyl, 3 L",4WD,Diesel,7.9 L / 100 km,46480,White / -,"Bentley, WA",4 cyl,SUV, 4 Doors, 7 Seats,50000-60000 AUD
Mini,2022,3D,Hatchback,2022 Mini 3D Hatch Cooper SE Classic,USED,Automatic,0 L,Front,Electric,0 L / 100 km,6200,Red / Carbon Black Leatherette,"Darlinghurst, NSW",0 L,Hatchback, 3 Doors, 4 Seats,50000-60000 AUD
Kia,2021,Sportage,SUV,2021 Kia Sportage GT-Line (awd),USED,Automatic,"4 cyl, 1.6 L",AWD,Unleaded,7.2 L / 100 km,19845,Grey / Black,"Reynella, SA",4 cyl,SUV, 4 Doors, 5 Seats,50000-60000 AUD
Land,2018,Rover,Perth City Prestige,2018 Land Rover Range Rover Evoque TD4 132kW SE Dynamic,USED,Automatic,-,Other,Diesel,-,96000,White / Black,"Victoria Park, WA",-,Wagon,,,50000-60000 AUD
FPV,2010,F6,Sedan,2010 FPV F6,USED,Automatic,"6 cyl, 4 L",Rear,Premium,12.1 L / 100 km,157266,Black / -,"Liverpool, NSW",6 cyl,Sedan, 4 Doors, 5 Seats,50000-60000 AUD
Toyota,2017,Hilux,Ute / Tray,2017 Toyota Hilux SR5 (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,8.5 L / 100 km,138873,Black / -,"Darwin, NT",4 cyl,Ute / Tray, 4 Doors, 5 Seats,50000-60000 AUD
Mercedes-Benz,2014,ML63,SUV,2014 Mercedes-Benz ML63 AMG (4X4),USED,Automatic,"8 cyl, 5.5 L",AWD,Premium,11.8 L / 100 km,130352,Silver / Black Leather,"Minchinbury, NSW",8 cyl,SUV, 4 Doors, 5 Seats,50000-60000 AUD
Toyota,2023,Corolla,SUV,2023 Toyota Corolla Cross GXL AWD Hybrid,USED,Automatic,"4 cyl, 2 L",AWD,Hybrid,4.4 L / 100 km,32,Green / Black,"Oakleigh, VIC",4 cyl,SUV, 4 Doors, 5 Seats,50000-60000 AUD
Toyota,2021,RAV4,SUV,2021 Toyota RAV4 Cruiser (2WD) Hybrid,USED,Automatic,"4 cyl, 2.5 L",Front,Hybrid,4.7 L / 100 km,35430,White / Black,"Hendra, QLD",4 cyl,SUV, 5 Doors, 5 Seats,50000-60000 AUD
Toyota,2022,RAV4,SUV,2022 Toyota RAV4 GX (2WD) Hybrid,USED,Automatic,"4 cyl, 2.5 L",Front,Hybrid,4.7 L / 100 km,124,White / 2022/07,"Dandenong South, VIC",4 cyl,SUV, 5 Doors, 5 Seats,50000-60000 AUD
Toyota,2022,Hilux,Ute / Tray,2022 Toyota Hilux SR HI-Rider (4X2),USED,Manual,"4 cyl, 2.8 L",Rear,Diesel,7.1 L / 100 km,10128,White / Black,"Kedron, QLD",4 cyl,Ute / Tray, 4 Doors, 5 Seats,50000-60000 AUD
BMW,2018,X5,SUV,2018 BMW X5 Sdrive 25D M Sport,USED,Automatic,"4 cyl, 2 L",Rear,Diesel,5.5 L / 100 km,51526,White / -,"Mansfield, QLD",4 cyl,SUV, 4 Doors, 5 Seats,50000-60000 AUD
Toyota,2020,RAV4,SUV,2020 Toyota RAV4 Cruiser (awd) Hybrid,USED,Automatic,"4 cyl, 2.5 L",AWD,Hybrid,4.8 L / 100 km,76487,White / -,"Preston, VIC",4 cyl,SUV, 5 Doors, 5 Seats,50000-60000 AUD
Hyundai,2022,Tucson,SUV,2022 Hyundai Tucson Highlander (awd),USED,Automatic,"4 cyl, 2 L",AWD,Diesel,6.3 L / 100 km,25291,White / Black,"Camdale, TAS",4 cyl,SUV, 4 Doors, 5 Seats,50000-60000 AUD
Mitsubishi,2022,Triton,Ute / Tray,2022 Mitsubishi Triton GLS (4X4),USED,Automatic,"4 cyl, 2.4 L",4WD,Diesel,8.6 L / 100 km,13732,White / Cloth,"Nundah, QLD",4 cyl,Ute / Tray, 4 Doors, 5 Seats,50000-60000 AUD
Mercedes-Benz,2019,GLC200,SUV,2019 Mercedes-Benz GLC200,USED,Automatic,"4 cyl, 2 L",AWD,Premium,7.2 L / 100 km,32883,Grey / -,"Rozelle, NSW",4 cyl,SUV, 4 Doors, 5 Seats,50000-60000 AUD
Ford,2017,Mustang,USED Dealer ad,2017 Ford Mustang GT Fastback SelectShift,USED,Automatic,-,Rear,Premium,-,44283,Blue / -,"Welshpool, WA",-,,,,50000-60000 AUD
Mitsubishi,2020,Pajero,SUV,2020 Mitsubishi Pajero Sport Exceed (4X4) 7 Seat,USED,Automatic,"4 cyl, 2.4 L",4WD,Diesel,8 L / 100 km,57775,White / Black,"Rockingham, WA",4 cyl,SUV, 4 Doors, 7 Seats,50000-60000 AUD
BMW,2018,X3,SUV,2018 BMW X3 Xdrive 30I,USED,Automatic,"4 cyl, 2 L",4WD,Premium,7.6 L / 100 km,75000,Black / Leather Vernasca Bla,"Sylvania, NSW",4 cyl,SUV, 4 Doors, 5 Seats,50000-60000 AUD
Hyundai,2021,Kona,SUV,2021 Hyundai Kona Elite Electric EXT Range,USED,Automatic,0 L,Front,Electric,0 L / 100 km,26582,Blue / Black,"Brooklyn, VIC",0 L,SUV, 4 Doors, 5 Seats,50000-60000 AUD
Kia,2022,Niro,SUV,2022 Kia Niro HEV GT-Line BLK C Pillar (hyb),USED,Automatic,"4 cyl, 1.6 L",Front,Hybrid,4 L / 100 km,3085,Grey / Grey,"Ferntree Gully, VIC",4 cyl,SUV, 4 Doors, 5 Seats,50000-60000 AUD
Nissan,2022,X-Trail,SUV,2022 Nissan X-Trail TI (4WD),USED,Automatic,"4 cyl, 2.5 L",4WD,Unleaded,7.8 L / 100 km,10844,White / Grey,"Hoppers Crossing, VIC",4 cyl,SUV, 4 Doors, 5 Seats,50000-60000 AUD
Toyota,2020,RAV4,SUV,2020 Toyota RAV4 Cruiser 2WD Hybrid,USED,Automatic,"4 cyl, 2.5 L",Front,Hybrid,4.7 L / 100 km,28050,Blue / -,"Bentley, WA",4 cyl,SUV, 5 Doors, 5 Seats,50000-60000 AUD
Lexus,2018,RX,LEXUS OF TOOWOOMBA,2018 Lexus RX Crafted Edition,USED,Automatic,-,AWD,Unleaded,-,76800,White / Black / Leather,"Toowoomba, QLD",-,Wagon,,,50000-60000 AUD
Lexus,2018,NX300,SUV,2018 Lexus NX300 F Sport (awd),USED,Automatic,"4 cyl, 2 L",AWD,Premium,7.9 L / 100 km,45584,Grey / Leather,"Bundoora, VIC",4 cyl,SUV, 4 Doors, 5 Seats,50000-60000 AUD
Isuzu,2021,D-MAX,Ute / Tray,2021 Isuzu D-MAX LS-U (4X4),USED,Automatic,"4 cyl, 3 L",4WD,Diesel,8 L / 100 km,16799,Blue / Cloth,"Liverpool, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,50000-60000 AUD
Toyota,2021,Camry,Sedan,2021 Toyota Camry SX Hybrid,USED,Automatic,"4 cyl, 2.5 L",Front,Hybrid,4.7 L / 100 km,14269,White / Leather,"Keysborough, VIC",4 cyl,Sedan, 4 Doors, 5 Seats,50000-60000 AUD
Toyota,2018,Landcruiser,SUV,2018 Toyota Landcruiser Prado GX (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,8 L / 100 km,98338,White / -,"Frankston, VIC",4 cyl,SUV, 4 Doors, 5 Seats,50000-60000 AUD
Toyota,2019,Hilux,Ute / Tray,2019 Toyota Hilux SR5 (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,8.5 L / 100 km,85112,Silver / -,"Waitara, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,50000-60000 AUD
Toyota,2022,RAV4,SUV,2022 Toyota RAV4 GX (2WD) Hybrid,USED,Automatic,"4 cyl, 2.5 L",Front,Hybrid,4.7 L / 100 km,124,White / 2022/07,"Dandenong South, VIC",4 cyl,SUV, 5 Doors, 5 Seats,50000-60000 AUD
Mazda,2020,BT-50,Ute / Tray,2020 Mazda BT-50 XT (4X4),USED,Automatic,"4 cyl, 3 L",4WD,Diesel,8 L / 100 km,16000,Grey / -,"Walla Walla, NSW",4 cyl,Ute / Tray, 4 Doors, 2 Seats,50000-60000 AUD
Toyota,2019,Fortuner,SUV,2019 Toyota Fortuner Crusade,USED,Automatic,"4 cyl, 2.8 L",AWD,Diesel,8.6 L / 100 km,78664,Grey / -,"Bentley, WA",4 cyl,SUV, 4 Doors, 7 Seats,50000-60000 AUD
Volkswagen,2021,Tiguan,SUV,2021 Volkswagen Tiguan Allspace 162 TSI Highline,USED,Automatic,"4 cyl, 2 L",AWD,Premium,9 L / 100 km,69211,Grey / -,"Osborne Park, WA",4 cyl,SUV, 4 Doors, 7 Seats,50000-60000 AUD
Toyota,2020,HiAce,Commercial,2020 Toyota HiAce LWB (4 Door Option),USED,Automatic,"4 cyl, 2.8 L",Rear,Diesel,8.2 L / 100 km,86280,White / 2021/04,"Dandenong South, VIC",4 cyl,Commercial, 4 Doors, 2 Seats,50000-60000 AUD
Toyota,2021,GR,Hatchback,2021 Toyota GR Yaris GR,USED,Manual,"3 cyl, 1.6 L",AWD,Premium,7.6 L / 100 km,12023,Red / Grey,"Geelong, VIC",3 cyl,Hatchback, 3 Doors, 4 Seats,50000-60000 AUD
Toyota,2021,RAV4,SUV,2021 Toyota RAV4 Cruiser (2WD),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,6.5 L / 100 km,17625,Red / -,"Blacktown, NSW",4 cyl,SUV, 5 Doors, 5 Seats,50000-60000 AUD
Toyota,2022,Hilux,Ute / Tray,2022 Toyota Hilux SR (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,7.9 L / 100 km,43502,White / -,"Bentley, WA",4 cyl,Ute / Tray, 4 Doors, 5 Seats,50000-60000 AUD
Toyota,2021,Camry,Sedan,2021 Toyota Camry SL Hybrid,USED,Automatic,"4 cyl, 2.5 L",Front,Hybrid,4.2 L / 100 km,38000,Silver / Black Leather Accented,"Keysborough, VIC",4 cyl,Sedan, 4 Doors, 5 Seats,50000-60000 AUD
Volkswagen,2019,Crafter,Wippells Autos,2019 Volkswagen Crafter 35 LWB FWD TDI410,USED,Automatic,-,Front,Diesel,-,67598,White / Titanium Black Cloth,"Toowoomba City, QLD",-,Ute / Tray,,,50000-60000 AUD
Ford,2022,Escape,SUV,2022 Ford Escape Vignale (awd),USED,Automatic,"4 cyl, 2 L",AWD,Premium,8.6 L / 100 km,4586,Silver / Black,"Castle Hill, NSW",4 cyl,SUV, 4 Doors, 5 Seats,50000-60000 AUD
Mazda,2022,CX-9,SUV,2022 Mazda CX-9 Touring (fwd),USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,8.4 L / 100 km,3029,White / Black Leather,"Edwardstown, SA",4 cyl,SUV, 4 Doors, 7 Seats,50000-60000 AUD
Hyundai,2022,Tucson,SUV,2022 Hyundai Tucson Highlander N Line (awd),USED,Automatic,"4 cyl, 2 L",AWD,Diesel,6.3 L / 100 km,21441,White / Black,"Blacktown, NSW",4 cyl,SUV, 4 Doors, 5 Seats,50000-60000 AUD
Toyota,2022,Hilux,Ute / Tray,2022 Toyota Hilux SR (4X4),USED,Manual,"4 cyl, 2.8 L",4WD,Diesel,7.4 L / 100 km,38410,White / Black,"SOUTH MELBOURNE, VIC",4 cyl,Ute / Tray, 4 Doors, 5 Seats,50000-60000 AUD
Ford,2020,Ranger,Ute / Tray,2020 Ford Ranger Raptor 2.0 (4X4),USED,Automatic,"4 cyl, 2 L",4WD,Diesel,8.2 L / 100 km,136637,White / Car,"Kirrawee, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,50000-60000 AUD
Land,2018,Rover,SUV,2018 Land Rover Range Rover Evoque TD4 (132KW) SE Dynamic,USED,Automatic,"4 cyl, 2 L",AWD,Diesel,5.1 L / 100 km,34980,Blue / Black,"Smeaton Grange, NSW",4 cyl,SUV, 5 Doors, 5 Seats,50000-60000 AUD
Hyundai,2022,Kona,SUV,2022 Hyundai Kona N Premium,USED,Automatic,"4 cyl, 2 L",Front,Premium,9 L / 100 km,7411,Black / Black Leather   Cloth,"Oakleigh, VIC",4 cyl,SUV, 4 Doors, 5 Seats,50000-60000 AUD
Toyota,2019,Hilux,Ute / Tray,2019 Toyota Hilux SR5 (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,8.5 L / 100 km,129084,Grey / -,"Mandurah, WA",4 cyl,Ute / Tray, 4 Doors, 5 Seats,50000-60000 AUD
Mazda,2018,CX-9,SUV,2018 Mazda CX-9 Azami LE (awd),USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,8.8 L / 100 km,24107,Blue / Cloth,"Springvale, VIC",4 cyl,SUV, 4 Doors, 7 Seats,50000-60000 AUD
Skoda,2022,Karoq,SUV,2022 Skoda Karoq Sportline (4X4) 140TSI,USED,Automatic,"4 cyl, 2 L",4WD,Premium,6.9 L / 100 km,1600,White / Black,"Geelong, VIC",4 cyl,SUV, 4 Doors, 5 Seats,50000-60000 AUD
BMW,2016,M2,Coupe,2016 BMW M2,USED,Automatic,"6 cyl, 3 L",Rear,Premium,7.9 L / 100 km,100274,White / -,"Liverpool, NSW",6 cyl,Coupe, 2 Doors, 4 Seats,50000-60000 AUD
Hyundai,2021,Kona,SUV,2021 Hyundai Kona Highlander Elec TTR STD Range,USED,Automatic,0 L,Front,Electric,0 L / 100 km,16656,Blue / Black,"Mornington, VIC",0 L,SUV, 4 Doors, 5 Seats,50000-60000 AUD
Toyota,2012,Landcruiser,SUV,2012 Toyota Landcruiser GXL (4X4),USED,Automatic,"8 cyl, 4.5 L",4WD,Diesel,10.3 L / 100 km,279553,Blue / -,"Morley, WA",8 cyl,SUV, 4 Doors, 8 Seats,50000-60000 AUD
Toyota,2017,Hilux,Ute / Tray,2017 Toyota Hilux SR5 (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,8.5 L / 100 km,100524,Blue / -,"Liverpool, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,50000-60000 AUD
Ford,2020,Ranger,Ute / Tray,2020 Ford Ranger Wildtrak 3.2 (4X4),USED,Manual,"5 cyl, 3.2 L",4WD,Diesel,8.4 L / 100 km,71920,Silver / Black,"Beresford, WA",5 cyl,Ute / Tray, 4 Doors, 5 Seats,50000-60000 AUD
Hyundai,2021,Santa,SUV,2021 Hyundai Santa FE Highlander MPI (2WD),USED,Automatic,"6 cyl, 3.5 L",Front,Unleaded,10.5 L / 100 km,35043,White / Black,"Essendon Fields, VIC",6 cyl,SUV, 4 Doors, 7 Seats,50000-60000 AUD
Audi,2016,Q7,SUV,2016 Audi Q7 3.0 TDI Quattro,USED,Automatic,"6 cyl, 3 L",AWD,Diesel,5.9 L / 100 km,84412,Brown / -,"Elsternwick, VIC",6 cyl,SUV, 4 Doors, 7 Seats,50000-60000 AUD
Ford,2018,Mustang,Coupe,2018 Ford Mustang Fastback GT 5.0 V8,USED,Automatic,"8 cyl, 5 L",Rear,Premium,12.7 L / 100 km,85978,Red / -,"Fyshwick, ACT",8 cyl,Coupe, 2 Doors, 4 Seats,50000-60000 AUD
Toyota,2019,Hilux,Ute / Tray,2019 Toyota Hilux SR (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,8.6 L / 100 km,74374,White / -,"Waterloo, NSW",4 cyl,Ute / Tray, 2 Doors, 5 Seats,50000-60000 AUD
Holden,2016,Commodore,Sedan,2016 Holden Commodore SS-V,USED,Automatic,"8 cyl, 6.2 L",Rear,Premium,11.7 L / 100 km,56546,Black / Black,"Moss Vale, NSW",8 cyl,Sedan, 4 Doors, 5 Seats,50000-60000 AUD
Toyota,2021,RAV4,SUV,2021 Toyota RAV4 Cruiser (awd) Hybrid,USED,Automatic,"4 cyl, 2.5 L",AWD,Hybrid,4.8 L / 100 km,15488,Grey / Black,"Hendra, QLD",4 cyl,SUV, 5 Doors, 5 Seats,50000-60000 AUD
BMW,2019,X4,SUV,2019 BMW X4 Xdrive 20I M Sport,USED,Automatic,"4 cyl, 2 L",AWD,Premium,7.8 L / 100 km,75428,Silver / Black,"Springwood, QLD",4 cyl,SUV, 5 Doors, 5 Seats,50000-60000 AUD
Volkswagen,2019,Tiguan,SUV,2019 Volkswagen Tiguan Allspace 162 TSI Highline,USED,Automatic,"4 cyl, 2 L",AWD,Premium,8.3 L / 100 km,41673,White / Black Leather,"Berwick, VIC",4 cyl,SUV, 4 Doors, 7 Seats,50000-60000 AUD
Porsche,2016,Macan,SUV,2016 Porsche Macan S Diesel,USED,Automatic,"6 cyl, 3 L",AWD,Diesel,6.1 L / 100 km,86909,Black / -,"Jandakot, WA",6 cyl,SUV, 4 Doors, 5 Seats,50000-60000 AUD
Toyota,2019,Fortuner,Rockingham Toyota,2019 Toyota Fortuner Crusade,USED,Automatic,-,Other,Diesel,-,79732,Grey / -,"Rockingham, WA",-,Wagon,,,50000-60000 AUD
Volvo,2021,XC40,SUV,2021 Volvo XC40 T5 R-Design (awd),USED,Automatic,"4 cyl, 2 L",AWD,Premium,7.7 L / 100 km,33224,Grey / -,"Rozelle, NSW",4 cyl,SUV, 4 Doors, 5 Seats,50000-60000 AUD
Ford,2020,Everest,SUV,2020 Ford Everest Sport (4WD),USED,Automatic,"4 cyl, 2 L",4WD,Diesel,7 L / 100 km,82122,White / Black,"Sunbury, VIC",4 cyl,SUV, 4 Doors, 7 Seats,50000-60000 AUD
Kia,2022,Seltos,SUV,2022 Kia Seltos GT-Line (awd) (sunroof),USED,Automatic,"4 cyl, 1.6 L",AWD,Unleaded,7.4 L / 100 km,45,Orange / Black,"Greenacre, NSW",4 cyl,SUV, 4 Doors, 5 Seats,50000-60000 AUD
Jeep,2018,Wrangler,SUV,2018 Jeep Wrangler Unlimited Sport (4X4),USED,Automatic,"6 cyl, 3.6 L",4WD,Unleaded,11.7 L / 100 km,27510,White / Black,"Padstow, NSW",6 cyl,SUV, 4 Doors, 5 Seats,50000-60000 AUD
Lexus,2018,ES350,Sedan,2018 Lexus ES350 Sports Luxury,USED,Automatic,"6 cyl, 3.5 L",Front,Premium,9.5 L / 100 km,46586,Grey / Black,"Waterloo, NSW",6 cyl,Sedan, 4 Doors, 5 Seats,50000-60000 AUD
Mitsubishi,2019,Pajero,SUV,2019 Mitsubishi Pajero Sport Exceed (4X4) 7 Seat,USED,Automatic,"4 cyl, 2.4 L",4WD,Diesel,8 L / 100 km,50213,White / Grey,"Cessnock, NSW",4 cyl,SUV, 4 Doors, 7 Seats,50000-60000 AUD
Mazda,2021,CX-8,SUV,2021 Mazda CX-8 GT (awd),USED,Automatic,"4 cyl, 2.2 L",AWD,Diesel,6 L / 100 km,48532,White / Black,"Goulburn, NSW",4 cyl,SUV, 4 Doors, 7 Seats,50000-60000 AUD
Toyota,2021,RAV4,SUV,2021 Toyota RAV4 GXL (awd) Hybrid,USED,Automatic,"4 cyl, 2.5 L",AWD,Hybrid,4.8 L / 100 km,28438,White / -,"Arncliffe, NSW",4 cyl,SUV, 5 Doors, 5 Seats,50000-60000 AUD
Holden,2019,Colorado,Ute / Tray,2019 Holden Colorado Z71 (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,8.7 L / 100 km,70132,- / -,"Pakenham, VIC",4 cyl,Ute / Tray, 4 Doors, 5 Seats,50000-60000 AUD
Nissan,2021,Navara,Ute / Tray,2021 Nissan Navara ST (4X4),USED,Automatic,"4 cyl, 2.3 L",4WD,Diesel,7.9 L / 100 km,40000,Red / Black,"Seymour, VIC",4 cyl,Ute / Tray, 4 Doors, 5 Seats,50000-60000 AUD
