id,brand,model,color,registration_date,year,price_in_euro,power_kw,power_ps,transmission_type,fuel_type,fuel_consumption_l_100km,fuel_consumption_g_km,mileage_in_km,offer_description
20666,audi,Audi S3,yellow,03/2022,2022,40000-50000 EUR,228.0,310.0,Automatic,Petrol,8 l/100 km,"184,3 g/km",10100.0,Sportback TFSI S tr. B&O-Kamera-Carbonpaket-
38458,bmw,BMW 730,white,10/2018,2018,40000-50000 EUR,195.0,265.0,Automatic,Diesel,"5,7 l/100 km",148 g/km,79481.0,d xDrive M-Sport/Laserlicht/Sthz./Integr Lenk
202380,skoda,Skoda Octavia,red,05/2023,2023,40000-50000 EUR,147.0,200.0,Automatic,Diesel,"4,4 l/100 km",129 g/km,10.0,TDI 200 DSG RS Nav Matrix VirtC EHK Kam
120027,mercedes-benz,Mercedes-Benz GLC 43 AMG,black,12/2017,2017,40000-50000 EUR,270.0,367.0,Automatic,Petrol,"8,4 l/100 km",192 g/km,73035.0,Coupe*4Matic*BURMESTER*MEMORY*360°„
119973,mercedes-benz,Mercedes-Benz GLS 500,black,07/2017,2017,40000-50000 EUR,335.0,455.0,Automatic,Petrol,"10,9 l/100 km",255 g/km,127800.0,"GLS 500 AMG/DISTRONIC PLUS/MASSAGE/PARK-ASS""TOP"""
115298,mercedes-benz,Mercedes-Benz GL 500,white,05/2014,2014,40000-50000 EUR,320.0,435.0,Automatic,Petrol,"11,3 l/100 km",262 g/km,154700.0,4MATIC*AMG Paket/Traumhaft/DEUTSCHES KFZ!
211103,toyota,Toyota RAV 4,black,03/2022,2022,40000-50000 EUR,131.0,178.0,Automatic,Hybrid,"4,5 l/100 km",103 g/km,14000.0,RAV4 2.5l Hybrid 4x4 Adventure LEDER+LED+SOFORT
123312,mercedes-benz,Mercedes-Benz C 300,blue,11/2019,2019,40000-50000 EUR,180.0,245.0,Automatic,Diesel,"4,9 l/100 km",129 g/km,38000.0,d C -Klasse Coupe (BM 205)
117217,mercedes-benz,Mercedes-Benz V 250,white,02/2015,2015,40000-50000 EUR,140.0,190.0,Automatic,Diesel,6 l/100 km,157 g/km,159000.0,d EDITION Kompakt *LED*KAMERA*TEMP*AHK*SHZ Autom.
113898,mercedes-benz,Mercedes-Benz GL 350,blue,11/2014,2014,40000-50000 EUR,190.0,258.0,Automatic,Diesel,"7,4 l/100 km",196 g/km,149900.0,BlueTec 4Matic+AMG+PANO+7 SITZER+NAVI+ACC
202934,skoda,Skoda Octavia,silver,02/2023,2023,40000-50000 EUR,110.0,150.0,Automatic,Diesel,"5,1 l/100 km",137 g/km,5000.0,Combi 2.0TDI DSG Style LED Navi AHK beheiz. Fronts
40907,bmw,BMW 530,silver,04/2020,2020,40000-50000 EUR,195.0,265.0,Automatic,Diesel,"5,8 l/100 km",153 g/km,12900.0,Baureihe 5 Touring 530 d xDrive
95096,land-rover,Land Rover Range Rover Velar,blue,04/2019,2019,40000-50000 EUR,177.0,241.0,Automatic,Diesel,"6,5 l/100 km",171 g/km,65500.0,RR Velar 2.0 D240 R-Dynamic HSE LED/HuD/ACC/AHK
116898,mercedes-benz,Mercedes-Benz GL 350,silver,03/2015,2015,40000-50000 EUR,190.0,258.0,Automatic,Diesel,,#NAME?,81538.0,AMG*4M*7Sitze*PANO*HUD*TOTWI*h/k*Standhzg*
124463,mercedes-benz,Mercedes-Benz SLC 43 AMG,black,02/2019,2019,40000-50000 EUR,270.0,367.0,Automatic,Petrol,"7,8 l/100 km",178 g/km,31049.0,Night Kamera Sitzheizg. Harman-Kardon
101737,mazda,Mazda 6,red,03/2023,2023,40000-50000 EUR,141.0,192.0,Automatic,Petrol,"6,3 l/100 km",148 g/km,1002.0,2023 2.5L SKYACTIV G 194PS 6AT FWD 20TH-ANNIVERSAR
157394,opel,Opel Grandland,blue,03/2023,2023,40000-50000 EUR,96.0,131.0,Automatic,Petrol,"5,2 l/100 km",138 g/km,10.0,GS Line 1.2 Turbo*SHZ*Start-Stop*Verkehrszeichener
200363,skoda,Skoda Superb,grey,09/2022,2022,40000-50000 EUR,147.0,200.0,Automatic,Diesel,"6,1 l/100 km",161 g/km,15.0,Combi 2.0 TDI Sportline 4x4 DSG
22030,audi,Audi Q3,blue,03/2023,2023,40000-50000 EUR,110.0,150.0,Automatic,Petrol,"7,2 l/100 km",162 g/km,10.0,Sportback 35TFSI S-Line+Sofort Verf®πgbar+
97214,maserati,Maserati Quattroporte,grey,07/2013,2013,40000-50000 EUR,331.0,450.0,Automatic,Petrol,"15,7 l/100 km",365 g/km,89999.0,"4.7 V8 Sport GT S ""AWARDS EDITION"""
18663,audi,Audi Q5,blue,07/2020,2020,40000-50000 EUR,140.0,190.0,Automatic,Diesel,"7,1 l/100 km",186 g/km,68618.0,2.0 TDI quattro S tronic
246372,volkswagen,Volkswagen Golf,black,05/2023,2023,40000-50000 EUR,147.0,200.0,Automatic,Diesel,"5,2 l/100 km",137 g/km,7500.0,"GTD 2,0 l TDI SCR 200 PS 7-Gang-DSG"
39131,bmw,BMW 330,grey,10/2019,2019,40000-50000 EUR,218.0,296.0,Automatic,Other,,49 km Reichweite,59900.0,e M Sport Plug in 19 Zoll AHK H/K HuD Laser DAB
13331,audi,Audi SQ7,grey,11/2017,2017,40000-50000 EUR,320.0,435.0,Automatic,Diesel,"7,6 l/100 km",199 g/km,133981.0,"qu. BOSE-HEAD UP-ACC-LED-ALCANTARA-PANO-21"""
14927,audi,Audi TT RS,yellow,06/2018,2018,40000-50000 EUR,294.0,400.0,Automatic,Petrol,"8,2 l/100 km",#NAME?,26000.0,Coupe audi sport ringtool raeder motorsport
40363,bmw,BMW X3,brown,05/2020,2020,40000-50000 EUR,135.0,184.0,Automatic,Hybrid,"2,1 l/100 km",#NAME?,43300.0,X3 xDrive30e Aut. Luxury Line
93138,kia,Kia Sportage,silver,04/2023,2023,40000-50000 EUR,132.0,179.0,Automatic,Petrol,6 l/100 km,137 g/km,50.0,SPORTAGE 1.6 T-GDI MILD-HYBRID GT-LINE4WD *PANO...
86662,jeep,Jeep Wrangler,grey,09/2020,2020,40000-50000 EUR,286.0,389.0,Automatic,Petrol,,0 g/km,25098.0,3.6 V6 UNLIMITED SPORT S Leder RC
14271,audi,Audi S4,silver,11/2017,2017,40000-50000 EUR,260.0,354.0,Automatic,Petrol,"7,5 l/100 km",171 g/km,33300.0,Av. 3.0 TFSI qu. tiptronic MATRIX LED NAVI HUD VIR
19587,audi,Audi e-tron,white,06/2020,2020,40000-50000 EUR,230.0,313.0,Automatic,Electric,,0 g/km,53000.0,"50 quattro advanced, AUDI GW+Garantie: 05/2025"
20929,audi,Audi S3,red,06/2022,2022,40000-50000 EUR,228.0,310.0,Automatic,Petrol,"8,1 l/100 km",184 g/km,3003.0,"2.0 TFSI quattro,MATRIX,B&O,ACC,SPURH,TOTW"
250075,volvo,Volvo XC40,black,05/2020,2020,40000-50000 EUR,132.0,179.0,Automatic,Hybrid,"1,7 l/100 km",43 g/km,43000.0,T5 R-Design Plug-In Hybrid
201387,skoda,Skoda Superb,white,01/2022,2022,40000-50000 EUR,147.0,200.0,Automatic,Diesel,6 l/100 km,158 g/km,100.0,Combi Scout DSG 4x4*Navi*DAB*LED*ACC*SmartLink*Dig
40469,bmw,BMW X5,black,10/2020,2020,40000-50000 EUR,290.0,394.0,Automatic,Hybrid,,30 g/km,49201.0,xDrive 45e iPerformance Steptronic
133530,mini,MINI Cooper Countryman,white,06/2023,2023,40000-50000 EUR,100.0,136.0,Automatic,Petrol,"5,6 l/100 km",135 g/km,2500.0,Classic Trim EU6d El. Panodach Panorama Navi digit
121232,mercedes-benz,Mercedes-Benz V 250,blue,03/2018,2018,40000-50000 EUR,140.0,190.0,Automatic,Diesel,6 l/100 km,159 g/km,72600.0,*Automatik*LED*Leder*Cam*Distronic*Comand
20269,audi,Audi A4 allroad,silver,07/2021,2021,40000-50000 EUR,150.0,204.0,Automatic,Diesel,"4,8 l/100 km",152 g/km,40865.0,A4 allroad 40 TDI quattro S tronic Navi Matrix
163606,peugeot,Peugeot 3008,black,11/2022,2022,40000-50000 EUR,96.0,131.0,Automatic,Petrol,"6,9 l/100 km",147 g/km,5400.0,GT PureTech 130 EAT8
13831,audi,Audi SQ7,black,07/2017,2017,40000-50000 EUR,320.0,435.0,Automatic,Diesel,"7,2 l/100 km",189 g/km,116400.0,"4.0 TDI quattro Matrix LED, Standheizung"
87588,jeep,Jeep Compass,silver,03/2023,2023,40000-50000 EUR,96.0,131.0,Automatic,Hybrid,"5,7 l/100 km",132 g/km,50.0,1.5l T4 48V e-Hybrid S
18921,audi,Audi S3,grey,07/2020,2020,40000-50000 EUR,221.0,300.0,Automatic,Petrol,"6,8 l/100 km",155 g/km,27500.0,2.0 TFSI quattro S-tronic
76285,ford,Ford Tourneo Custom,white,01/2023,2023,40000-50000 EUR,110.0,150.0,Automatic,Diesel,,#NAME?,1300.0,320 L1H1 VA Autm. Active
40582,bmw,BMW 330,black,07/2020,2020,40000-50000 EUR,135.0,184.0,Automatic,Hybrid,17 l/100 km,38 g/km,23573.0,"e M SPORT HUD,HARMAN/K,KOMFORTZUGANG,LASER"
211766,toyota,Toyota Proace,white,05/2022,2022,40000-50000 EUR,130.0,177.0,Automatic,Diesel,"5,7 l/100 km",151 g/km,31950.0,Verso 2.0 D-4D Team D L2 SHZ KAMERA
123164,mercedes-benz,Mercedes-Benz CLS 350,blue,04/2019,2019,40000-50000 EUR,210.0,286.0,Automatic,Diesel,"5,8 l/100 km",152 g/km,103000.0,d 4Matic AMG-Line*Night*HeadUp*Burmester*KeylessGo
248373,volvo,Volvo V90 Cross Country,black,05/2018,2018,40000-50000 EUR,173.0,235.0,Automatic,Diesel,"5,6 l/100 km",148 g/km,48900.0,V90 CC D5 AWD*IntelliSafe*Kyeless-Drive*LED*RFK
121402,mercedes-benz,Mercedes-Benz Vito,blue,05/2018,2018,40000-50000 EUR,140.0,190.0,Automatic,Diesel,"5,8 l/100 km",153 g/km,64500.0,119 CDI TOURER EXTRALANG 2sT®πR/LED/SHZG/AHK
203327,skoda,Skoda Karoq,white,04/2023,2023,40000-50000 EUR,140.0,190.0,Automatic,Petrol,171 l/100 km,171 g/km,10.0,2.0TSI DSG 4x4 Sportline Navi DCC Kamera
93939,lancia,Lancia Delta,white,12/1998,1998,40000-50000 EUR,1.0,1.0,Unknown,Petrol,,#NAME?,1.0,16V Integrale
248192,volvo,Volvo XC60,black,06/2018,2018,40000-50000 EUR,184.0,250.0,Automatic,Petrol,"7,7 l/100 km",178 g/km,54900.0,2.0 R Design Allrad
132839,mini,MINI John Cooper Works Countryman,black,12/2021,2021,40000-50000 EUR,225.0,306.0,Automatic,Petrol,"6,6 l/100 km",152 g/km,20500.0,"All4 Aut. Trim, R®πckfahrkamera, Leder"
1028,alfa-romeo,Alfa Romeo Giulia,blue,03/2022,2022,40000-50000 EUR,206.0,280.0,Automatic,Petrol,"7,2 l/100 km",181 g/km,10000.0,MY22 2.0l Ti Q4 Schiebedach | Leder Braun
128009,mercedes-benz,Mercedes-Benz,red,11/2022,2022,40000-50000 EUR,75.0,102.0,Manual,Petrol,"6,3 l/100 km",100 g/km,13947.0,T 160 STYLE Standard
18432,audi,Audi S5,white,08/2019,2019,40000-50000 EUR,255.0,347.0,Automatic,Diesel,"6,2 l/100 km",161 g/km,59101.0,Sportback 3.0 TDI quattro Navi Pano Matrix LED
19378,audi,Audi Q5,silver,08/2020,2020,40000-50000 EUR,140.0,190.0,Automatic,Diesel,"7,7 l/100 km",201 g/km,24640.0,40 TDI qu. S line competition AHK Pano LED LM
1323,alfa-romeo,Alfa Romeo Tonale,blue,04/2023,2023,40000-50000 EUR,118.0,160.0,Automatic,Petrol,"6,3 l/100 km",144 g/km,10.0,MHEV 160 DCT Edizione Speciale 20Z SHZ
85213,jaguar,Jaguar XE,white,10/2019,2019,40000-50000 EUR,132.0,179.0,Automatic,Diesel,"4,3 l/100 km",150 g/km,63150.0,D180 R-Dynamic SE BLACK-PACK PANORAMA MERIDIAN
74793,ford,Ford Galaxy,blue,06/2023,2023,40000-50000 EUR,140.0,190.0,Automatic,Hybrid,"6,4 l/100 km",148 g/km,59.0,"Titanium 2,5l FHEV Kamera,BusinessP.2,AHK"
127270,mercedes-benz,Mercedes-Benz GLB 35 AMG,silver,06/2021,2021,40000-50000 EUR,225.0,306.0,Automatic,Petrol,,#NAME?,13000.0,4Matic Speedshift DCT 8G
51808,dodge,Dodge Challenger,grey,04/2022,2022,40000-50000 EUR,362.0,492.0,Automatic,Petrol,,#NAME?,9500.0,6.4l V8 Kamera / Leder / Navi / SZH / Brembo
127172,mercedes-benz,Mercedes-Benz C 200,black,05/2021,2021,40000-50000 EUR,135.0,184.0,Automatic,Petrol,,#NAME?,4848.0,AMG Line
127463,mercedes-benz,Mercedes-Benz EQA 250,white,10/2021,2021,40000-50000 EUR,140.0,190.0,Automatic,Electric,,418 km Reichweite,15900.0,Progressive/LED/Panorama-SD/Kamera/DAB/
199464,skoda,Skoda Kodiaq,grey,11/2021,2021,40000-50000 EUR,147.0,200.0,Automatic,Diesel,,0 g/km,6900.0,TDI DSG 4X4 STYLE ACC*AHK*MATRIX LED*NAVI
128105,mercedes-benz,Mercedes-Benz C 200,black,08/2022,2022,40000-50000 EUR,150.0,204.0,Automatic,Petrol,"7,1 l/100 km",161 g/km,8592.0,"4M All-Terrain NIGHT+19""+DISTR+AHK+SOUND"
19224,audi,Audi Q5,black,02/2020,2020,40000-50000 EUR,270.0,367.0,Automatic,Hybrid,"2,2 l/100 km",56 g/km,119450.0,55 TFSI e Qu S-Line NAV+LED+ACC+VCOCKPIT+PANO
95472,land-rover,Land Rover Range Rover Velar,black,03/2019,2019,40000-50000 EUR,177.0,241.0,Automatic,Diesel,"7,4 l/100 km",195 g/km,77806.0,D240 SE/Luftfed/Memory/S-Dach/Black
46984,citroen,Citroen C5 X,grey,12/2022,2022,40000-50000 EUR,165.0,224.0,Automatic,Hybrid,,59 km Reichweite,2.0,Shine 1.6 Hybrid Android
83443,hyundai,Hyundai TUCSON,grey,04/2023,2023,40000-50000 EUR,132.0,179.0,Automatic,Petrol,"5,4 l/100 km",137 g/km,10.0,1.6 TGDi 7DCT 48V 4WD N Line SitzP AssistP+ Assist
126843,mercedes-benz,Mercedes-Benz CLA 220,grey,08/2021,2021,40000-50000 EUR,140.0,190.0,Automatic,Diesel,"4,4 l/100 km",115 g/km,27300.0,d 8G-DCT Edition 2020
7621,audi,Audi TT RS,grey,08/2013,2013,40000-50000 EUR,265.0,360.0,Automatic,Petrol,"8,6 l/100 km",199 g/km,54500.0,plus Roadster S tronic
121372,mercedes-benz,Mercedes-Benz V 250,blue,06/2018,2018,40000-50000 EUR,140.0,190.0,Automatic,Diesel,,0 g/km,114500.0,d 4M AV ED KOMPAKT DISTRONIC STDHZ FOLIERT Navi
157913,opel,Opel Corsa,red,04/2023,2023,40000-50000 EUR,74.0,101.0,Manual,Petrol,"5,7 l/100 km",125 g/km,0.0,Elegance 1.2 Direct Injection Turbo 74 kW (1
164661,porsche,Porsche 997,black,04/2007,2007,40000-50000 EUR,239.0,325.0,Manual,Petrol,"11,3 l/100 km",272 g/km,137777.0,"911 Carrera Cabrio Navi,Xenon,19zoll"
175636,renault,Renault Megane,blue,11/2022,2022,40000-50000 EUR,160.0,218.0,Automatic,Electric,,0 g/km,3900.0,E-TECH 100% E Iconic EV60 220hp optimium charge
165845,porsche,Porsche Macan,grey,08/2016,2016,40000-50000 EUR,190.0,258.0,Automatic,Diesel,"6,3 l/100 km",167 g/km,121000.0,S Diesel Luftfederung Panoramadach
250426,volvo,Volvo XC90,black,01/2021,2021,40000-50000 EUR,173.0,235.0,Automatic,Diesel,"5,6 l/100 km",147 g/km,95000.0,B5 D AWD Geartronic Inscription
84929,jaguar,Jaguar F-Pace,grey,03/2019,2019,40000-50000 EUR,221.0,300.0,Automatic,Diesel,"6,3 l/100 km",166 g/km,68000.0,F-PACE R-Sport AWD
128068,mercedes-benz,Mercedes-Benz GLB 200,black,11/2022,2022,40000-50000 EUR,120.0,163.0,Automatic,Petrol,"6,7 l/100 km",153 g/km,5200.0,4M Progressive LED+AHK+NIGHT+AMBIENTE
72485,ford,Ford Tourneo Custom,blue,11/2021,2021,40000-50000 EUR,96.0,131.0,Manual,Diesel,"6,9 l/100 km",182 g/km,18510.0,2.0 320 L1 Titanium (AHK+Navi)
176787,renault,Renault Trafic,black,03/2023,2023,40000-50000 EUR,125.0,170.0,Automatic,Diesel,,#NAME?,1001.0,Kasten Automatik EDC 170 L1H1
15890,audi,Audi Q7,silver,05/2018,2018,40000-50000 EUR,200.0,272.0,Automatic,Diesel,"6,2 l/100 km",163 g/km,109000.0,3.0 TDI quattro+PANO+KAMERA+S-LINE+LED+7-SITZ
39490,bmw,BMW Z4,black,03/2019,2019,40000-50000 EUR,190.0,258.0,Automatic,Petrol,"5,8 l/100 km",133 g/km,41852.0,Roadster sDrive 30 i Sport Line Keyless Virt
250683,volvo,Volvo XC40,blue,03/2022,2022,40000-50000 EUR,145.0,197.0,Automatic,Hybrid,"6,8 l/100 km",155 g/km,13400.0,B4 Autom. R-Design*STDHZG*RFK*H/K*ACC
128339,mercedes-benz,Mercedes-Benz E 300,silver,04/2022,2022,40000-50000 EUR,155.0,211.0,Automatic,Hybrid,"1,7 l/100 km",39 g/km,9084.0,e T Exclusive WideScreen Burmester LED PTS
18946,audi,Audi RS3,green,12/2020,2020,40000-50000 EUR,294.0,400.0,Automatic,Petrol,"9,5 l/100 km",215 g/km,10910.0,"Sportback Navi, Leder"
120718,mercedes-benz,Mercedes-Benz Sprinter,white,11/2017,2017,40000-50000 EUR,120.0,163.0,Manual,Diesel,"7,9 l/100 km",209 g/km,55155.0,316 CDI Mixto Werkstattwg L2H2 AHK 3.5T
122502,mercedes-benz,Mercedes-Benz GLE 350,silver,12/2018,2018,40000-50000 EUR,190.0,258.0,Automatic,Diesel,"7,5 l/100 km",#NAME?,79000.0,GLE 350 d 4Matic 9G-TRONIC AMG Line
126828,mercedes-benz,Mercedes-Benz A 35 AMG,grey,03/2021,2021,40000-50000 EUR,225.0,306.0,Automatic,Petrol,"7,4 l/100 km",170 g/km,18000.0,Mercedes-AMG A 35 4MATIC AMG Line+MBUX+MULTIBEAM
128955,mercedes-benz,Mercedes-Benz EQA 300,black,02/2023,2023,40000-50000 EUR,168.0,228.0,Automatic,Electric,,431 km Reichweite,4191.0,4MATIC SpurW KAM PDC SpurH Navi Virtual A
247891,volvo,Volvo XC60,blue,09/2018,2018,40000-50000 EUR,288.0,392.0,Automatic,Hybrid,,33 km Reichweite,68929.0,T8 R Design Plug-In Hybrid AWD
165785,porsche,Porsche Macan,blue,01/2016,2016,40000-50000 EUR,190.0,258.0,Automatic,Diesel,"6,3 l/100 km",167 g/km,81700.0,S Diesel-LUFT-PANO-21TURBO-APPROVED-1.HAND
129168,mercedes-benz,Mercedes-Benz EQA 250,white,04/2023,2023,40000-50000 EUR,140.0,190.0,Automatic,Electric,,479 km Reichweite,5000.0,AMG/Night/LED/AHK/Fahrassi/Memory/360Cam
94864,land-rover,Land Rover Range Rover Velar,black,03/2018,2018,40000-50000 EUR,221.0,300.0,Automatic,Diesel,"6,4 l/100 km",167 g/km,141000.0,3.0 V6 D300 SE PANO - ASSISTS
13759,audi,Audi S5,red,10/2017,2017,40000-50000 EUR,260.0,354.0,Automatic,Petrol,"7,5 l/100 km",170 g/km,51238.0,Sportback 3.0 TFSI quattro tiptronic Matrix
37192,bmw,BMW M2,white,05/2017,2017,40000-50000 EUR,272.0,370.0,Automatic,Petrol,"8,5 l/100 km",201 g/km,72300.0,Coupe DKG/M Perf. AGA/Navi Prof./Kamera/H&K
137936,nissan,Nissan Qashqai,black,01/2023,2023,40000-50000 EUR,140.0,190.0,Automatic,Hybrid,"5,4 l/100 km",122 g/km,5500.0,N-Connecta E-Power | Business & WP
163843,peugeot,Peugeot 5008,white,04/2022,2022,40000-50000 EUR,130.0,177.0,Automatic,Diesel,6 l/100 km,157 g/km,14800.0,GT-Pack BHDi180 EAT8 Leder SHZ Allwetter
92472,kia,Kia Niro,blue,05/2023,2023,40000-50000 EUR,150.0,204.0,Automatic,Electric,,0 g/km,150.0,"EV Inspiration DriveWise, Relax, Tech, Sound,WP P1"
76283,ford,Ford Ranger,white,06/2023,2023,40000-50000 EUR,151.0,205.0,Automatic,Diesel,"8,8 l/100 km",230 g/km,10.0,Wildtrak 2.0 *NEUES MODELL*NAVI*CAM*LED*
200953,skoda,Skoda Octavia,black,07/2022,2022,40000-50000 EUR,180.0,245.0,Automatic,Petrol,8 l/100 km,181 g/km,353.0,Combi RS 2.0 TSI DSG HEAD-UP NAVI KAMERA KEYLESS 5
86015,jeep,Jeep Wrangler,white,06/2015,2015,40000-50000 EUR,147.0,200.0,Automatic,Diesel,"8,8 l/100 km",230 g/km,57900.0,"Unlimited 2.8 CRD 1. Hand ""BIG-RUBICON!"""
86749,jeep,Jeep Grand Cherokee,black,06/2020,2020,40000-50000 EUR,184.0,250.0,Automatic,Diesel,,0 g/km,106480.0,Summit 3.0l V6 250PS
865,alfa-romeo,Alfa Romeo Giulia,grey,12/2020,2020,40000-50000 EUR,154.0,209.0,Automatic,Diesel,,165 g/km,15373.0,2.2 Diesel AT8-Q4 Veloce
96438,land-rover,Land Rover Range Rover Evoque,grey,10/2022,2022,40000-50000 EUR,120.0,163.0,Automatic,Diesel,"5,3 l/100 km",139 g/km,7273.0,D165 AWD SE LEDER NAVI LED
92325,kia,Kia Sportage,white,11/2022,2022,40000-50000 EUR,195.0,265.0,Automatic,Hybrid,"1,1 l/100 km",25 g/km,7969.0,Prestige 1.6 T-GDI PHEV 4WD LED/NAVI/19
124424,mercedes-benz,Mercedes-Benz V 220,black,01/2019,2019,40000-50000 EUR,120.0,163.0,Automatic,Diesel,"6,1 l/100 km",162 g/km,66700.0,Lang Navi AHK Assist LED Garantie
22886,bentley,Bentley Arnage,black,02/2002,2002,40000-50000 EUR,298.0,405.0,Automatic,Petrol,,#NAME?,132000.0,LWB | NAVIGATION | PICNIC TABLES | WALNUT
40932,bmw,BMW X3,silver,02/2020,2020,40000-50000 EUR,240.0,326.0,Automatic,Diesel,"6,3 l/100 km",164 g/km,91638.0,M40d Pano AHK harman/kardon HeadUp RKam Klima
249659,volvo,Volvo V60,blue,02/2020,2020,40000-50000 EUR,288.0,392.0,Automatic,Hybrid,57 km (Ort),55 km Reichweite,24697.0,T8 INSCRIPTION PIH AWD 8 PAKETE SELEKT
239608,volkswagen,Volkswagen T6 Multivan,black,12/2019,2019,40000-50000 EUR,146.0,199.0,Automatic,Diesel,"8,1 l/100 km",213 g/km,62300.0,T6 4Motion 2.0 TDI Multivan Comfortline/DSG/AHK
47073,citroen,Citroen C5 Aircross,black,10/2022,2022,40000-50000 EUR,133.0,181.0,Automatic,Hybrid,"1,6 l/100 km",32 g/km,6000.0,Hybrid 225 e-EAT8 Shine Pack
237661,volkswagen,Volkswagen T6 Multivan,white,04/2018,2018,40000-50000 EUR,150.0,204.0,Automatic,Diesel,"6,6 l/100 km",173 g/km,36482.0,2.0 TDI Generation Six AHK ACC LE
188379,seat,SEAT Tarraco,green,05/2023,2023,40000-50000 EUR,147.0,200.0,Automatic,Diesel,"6,5 l/100 km",170 g/km,10.0,2.0 TDI 200 DSG 4D FR Pano Nav 7-S SHZ
40033,bmw,BMW Z4 M,white,06/2019,2019,40000-50000 EUR,250.0,340.0,Automatic,Petrol,"8,5 l/100 km",193 g/km,30600.0,M40i Aut.
237072,volkswagen,Volkswagen Golf,black,10/2018,2018,40000-50000 EUR,85.0,116.0,Manual,Petrol,"4,8 l/100 km",109 g/km,117600.0,VII 1.0TSI Join LED+NAVI+SITZHZ+++
96203,land-rover,Land Rover Range Rover Evoque,white,05/2020,2020,40000-50000 EUR,132.0,179.0,Automatic,Diesel,,#NAME?,54581.0,D180 R-Dynamic HSE HUD AHK
16954,audi,Audi Q5,grey,08/2019,2019,40000-50000 EUR,210.0,286.0,Automatic,Diesel,"8,4 l/100 km","221,8 g/km",35803.0,50+SPORT+S-LINE+HU+AVC+AHK+B&O+
87495,jeep,Jeep Compass,black,05/2023,2023,40000-50000 EUR,96.0,131.0,Automatic,Petrol,"6,1 l/100 km",133 g/km,1500.0,*e-Hybrid*UPLAND*Techpaket*19'°„llllllI°„
39658,bmw,BMW X4 M,silver,10/2019,2019,40000-50000 EUR,185.0,252.0,Automatic,Petrol,"7,3 l/100 km",167 g/km,63539.0,"xDrive30i M SPORT HEADUP,NAVIPROF,H/K,KEYLESS"
127350,mercedes-benz,Mercedes-Benz C 200,silver,07/2021,2021,40000-50000 EUR,135.0,184.0,Automatic,Petrol,,#NAME?,19500.0,C 200 Cabrio 4Matic 9G-TRONIC AMG Line Plus
73633,ford,Ford Tourneo Custom,white,11/2021,2021,40000-50000 EUR,136.0,185.0,Manual,Diesel,"5,5 l/100 km",145 g/km,10.0,"L1 Titanium X /8-Sitze /DAB 136?kW (185?PS), Sc..."
69231,ford,Ford Tourneo Custom,grey,06/2019,2019,40000-50000 EUR,125.0,170.0,Automatic,Diesel,7 l/100 km,183 g/km,75488.0,L1 310 TITANIUM AUTOMATIK
18978,audi,Audi S5,green,03/2020,2020,40000-50000 EUR,255.0,347.0,Automatic,Diesel,"6,2 l/100 km",161 g/km,64274.0,Sportback 3.0 TDI quattro *Matrix-LED*Navi*Tempom
86456,jeep,Jeep Grand Cherokee,black,04/2019,2019,40000-50000 EUR,184.0,250.0,Automatic,Diesel,7 l/100 km,212 g/km,50000.0,MY18 Summit 3.0l V6 MultiJet
75498,ford,Ford S-Max,black,06/2023,2023,40000-50000 EUR,140.0,190.0,Automatic,Hybrid,"6,4 l/100 km",145 g/km,10.0,ST-Line 2.5 Full-Hybrid *LED*NAVI*CAM
71386,ford,Ford Mustang Mach-E,grey,12/2020,2020,40000-50000 EUR,190.0,258.0,Automatic,Electric,,0 g/km,4790.0,"Doppelkabine 4x4 Wildtrak 3,5 T AHK LED"
51609,dodge,Dodge RAM,white,08/2019,2019,40000-50000 EUR,295.0,401.0,Automatic,LPG,,0 g/km,89099.0,"1500 4X4 5,7L Crew Cab Offroad LPG Leder"
240393,volkswagen,Volkswagen Passat Alltrack,blue,10/2020,2020,40000-50000 EUR,140.0,190.0,Automatic,Diesel,"6,6 l/100 km",173 g/km,35000.0,Passat Variant Alltrack 2.0 TDI 4Motion DSG Navi
72318,ford,Ford Mustang,white,01/2020,2020,40000-50000 EUR,331.0,450.0,Automatic,Petrol,"11,8 l/100 km",#NAME?,62000.0,Fastback 5.0 Ti-VCT V8 Aut. GT
74982,ford,Ford Kuga,grey,01/2023,2023,40000-50000 EUR,140.0,190.0,Automatic,Diesel,"4,8 l/100 km",125 g/km,3500.0,"Titanium X - LED, PARKASSISTENT, ACC"
199663,skoda,Skoda Superb,black,11/2021,2021,40000-50000 EUR,206.0,280.0,Automatic,Petrol,"7,3 l/100 km",167 g/km,23999.0,Combi SportLine 2.0 TSI DSG 4x4 *NAVI*ACC
92708,kia,Kia Sportage,green,05/2023,2023,40000-50000 EUR,132.0,179.0,Automatic,Petrol,6 l/100 km,137 g/km,4999.0,1.6T DCT7 GT-Line 4WD 180PS Drivepaket Klima Navi
238918,volkswagen,Volkswagen Touareg,green,11/2019,2019,40000-50000 EUR,210.0,286.0,Automatic,Diesel,8 l/100 km,211 g/km,106000.0,TDi Allradlenkung /Offroad-Paket / AHK m. Trailer
18286,audi,Audi RS3,white,09/2019,2019,40000-50000 EUR,294.0,400.0,Automatic,Petrol,"8,5 l/100 km",194 g/km,39000.0,Limo. 2.5 TFSI S tronic Quattro Matrix NAVI+PANORA
